country,year,air_pollutant,n_obs
Albania,2024,C6H6,8
Albania,2024,CO,9
Albania,2024,NO,2
Albania,2024,NO2,8
Albania,2024,NOX as NO2,8
Albania,2024,O3,8
Albania,2024,PM10,9
Albania,2024,PM2.5,7
Albania,2024,SO2,8
Andorra,2024,CO,1
Andorra,2024,NO,1
Andorra,2024,NO2,1
Andorra,2024,NOX as NO2,1
Andorra,2024,O3,3
Andorra,2024,PM10,2
Andorra,2024,PM2.5,2
Andorra,2024,SO2,1
Austria,2024,(CH3)2-CH-CH2-CH2-CH3,1
Austria,2024,(CH3)3-C-CH2-CH-(CH3)2,1
Austria,2024,"1,2,3-C6H3(CH3)3",1
Austria,2024,"1,2,4-C6H3(CH3)3",1
Austria,2024,"1,3,5-C6H3(CH3)3",1
Austria,2024,As,2
Austria,2024,As in PM10,38
Austria,2024,BaP,3
Austria,2024,BaP in PM10,111
Austria,2024,Benzo(a)anthracene,3
Austria,2024,Benzo(a)anthracene in PM10,2
Austria,2024,Benzo(b)fluoranthene,3
Austria,2024,Benzo(b)fluoranthene in PM10,2
Austria,2024,Benzo(j)fluoranthene,3
Austria,2024,Benzo(j)fluoranthene in PM10,2
Austria,2024,Benzo(k)fluoranthene,3
Austria,2024,Benzo(k)fluoranthene in PM10,2
Austria,2024,C6H14,1
Austria,2024,C6H5-C2H5,3
Austria,2024,C6H5-CH3,3
Austria,2024,C6H6,61
Austria,2024,C7H16,1
Austria,2024,C8H18,1
Austria,2024,CO,176
Austria,2024,Ca2+ in PM2.5,1
Austria,2024,Cd,2
Austria,2024,Cd in PM10,41
Austria,2024,Cl- in PM2.5,1
Austria,2024,Dibenzo(ah)anthracene,3
Austria,2024,Dibenzo(ah)anthracene in PM10,2
Austria,2024,EC in PM2.5,2
Austria,2024,H2C=CH-CH2-CH2-CH3,1
Austria,2024,H3C-(CH2)3-CH3,1
Austria,2024,H3C-CH2-CH(CH3)2,1
Austria,2024,H3C-HC=CH-CH2-CH3,1
Austria,2024,Hg,2
Austria,2024,Hg0,6
Austria,2024,"Indeno-(1,2,3-cd)pyrene",3
Austria,2024,"Indeno-(1,2,3-cd)pyrene in PM",2
Austria,2024,K+ in PM2.5,1
Austria,2024,Mg2+ in PM2.5,1
Austria,2024,NH4+ in PM2.5,1
Austria,2024,NO,433
Austria,2024,NO2,737
Austria,2024,NO3- in PM2.5,1
Austria,2024,NOX as NO2,84
Austria,2024,Na+  in PM2.5,1
Austria,2024,Ni,2
Austria,2024,Ni in PM10,37
Austria,2024,O3,726
Austria,2024,OC in PM2.5,2
Austria,2024,PM10,1376
Austria,2024,PM2.5,476
Austria,2024,Pb,2
Austria,2024,Pb in PM10,42
Austria,2024,SO2,507
Austria,2024,SO42- in PM2.5,1
Austria,2024,"m,p-C6H4(CH3)2",3
Austria,2024,o-C6H4-(CH3)2,3
Belgium,2024,(CH3)2-CH-CH2-CH2-CH3,36
Belgium,2024,(CH3)3-C-CH2-CH-(CH3)2,38
Belgium,2024,"1,2,3-C6H3(CH3)3",32
Belgium,2024,"1,2,4-C6H3(CH3)3",52
Belgium,2024,"1,2-dichloroethane (air)",55
Belgium,2024,"1,3,5-C6H3(CH3)3",54
Belgium,2024,Acenaphthene,27
Belgium,2024,Acenaphthylene,15
Belgium,2024,Acenaphtylene,12
Belgium,2024,Anthracene,27
Belgium,2024,As,2
Belgium,2024,As in PM10,95
Belgium,2024,As in TSP,3
Belgium,2024,BaP,26
Belgium,2024,BaP in PM10,30
Belgium,2024,Benzo(a)anthracene,56
Belgium,2024,Benzo(b)fluoranthene,46
Belgium,2024,Benzo(b+j+k)fluoranthenes,12
Belgium,2024,"Benzo(b,j,k)fluoranthene",15
Belgium,2024,Benzo(e)pyrene,11
Belgium,2024,Benzo(ghi)perylene,56
Belgium,2024,Benzo(j)fluoranthene,12
Belgium,2024,Benzo(k)fluoranthene,46
Belgium,2024,Black Carbon,60
Belgium,2024,C6H12,48
Belgium,2024,C6H14,54
Belgium,2024,C6H5-C2H5,82
Belgium,2024,C6H5-CH3,82
Belgium,2024,C6H6,87
Belgium,2024,C7H16,54
Belgium,2024,C8H18,54
Belgium,2024,C9H12,24
Belgium,2024,C9H20,24
Belgium,2024,CH2=CH-C(CH3)=CH2,37
Belgium,2024,CH2=CH-CH=CH2,30
Belgium,2024,CO,45
Belgium,2024,Ca2+ in PM2.5,3
Belgium,2024,Cd,2
Belgium,2024,Cd in PM10,95
Belgium,2024,Cd in TSP,3
Belgium,2024,Chlorobenzene (air),20
Belgium,2024,Chrysene,45
Belgium,2024,Cl- in PM2.5,3
Belgium,2024,Cr in PM10,74
Belgium,2024,Cu in PM10,74
Belgium,2024,Dibenzo(ah)anthracene,56
Belgium,2024,EC in PM2.5,3
Belgium,2024,Fluoranthene,56
Belgium,2024,Fluorene,27
Belgium,2024,H2C=CH-CH2-CH2-CH3,34
Belgium,2024,H2C=CH-CH2-CH3,36
Belgium,2024,H3C-(CH2)3-CH3,54
Belgium,2024,H3C-CH(CH3)2,31
Belgium,2024,H3C-CH2-CH(CH3)2,54
Belgium,2024,H3C-CH2-CH2-CH3,36
Belgium,2024,H3C-HC=CH-CH2-CH3,17
Belgium,2024,Hg,2
Belgium,2024,Hg0,13
Belgium,2024,"Indeno-(1,2,3-cd)pyrene",56
Belgium,2024,K+ in PM2.5,3
Belgium,2024,Mg2+ in PM2.5,3
Belgium,2024,Mn in PM10,74
Belgium,2024,NH4+ in PM2.5,3
Belgium,2024,NO,172
Belgium,2024,NO2,251
Belgium,2024,NO3- in PM2.5,3
Belgium,2024,NOX as NO2,6
Belgium,2024,Na+  in PM2.5,3
Belgium,2024,Naphtalene,13
Belgium,2024,Naphthalene,15
Belgium,2024,Ni,2
Belgium,2024,Ni in PM10,95
Belgium,2024,Ni in TSP,3
Belgium,2024,O3,61
Belgium,2024,OC in PM2.5,3
Belgium,2024,PM10,199
Belgium,2024,PM2.5,136
Belgium,2024,Pb in PM10,95
Belgium,2024,Pb in TSP,16
Belgium,2024,Phenanthrene,27
Belgium,2024,Pyrene,56
Belgium,2024,SO2,211
Belgium,2024,SO42- in PM2.5,3
Belgium,2024,Zn in PM10,74
Belgium,2024,cis-H3C-CH=CH-CH3,36
Belgium,2024,cis-H3C-HC=CH-CH2-CH3,22
Belgium,2024,"m,p-C6H4(CH3)2",76
Belgium,2024,o-C6H4-(CH3)2,82
Belgium,2024,trans-H3C-CH=CH-CH3,36
Belgium,2024,trans-H3C-HC=CH-CH2-CH3,31
Bosnia and Herzegovina,2024,BS,15
Bosnia and Herzegovina,2024,CO,25
Bosnia and Herzegovina,2024,H2S,4
Bosnia and Herzegovina,2024,NO,29
Bosnia and Herzegovina,2024,NO2,35
Bosnia and Herzegovina,2024,NOX as NO2,29
Bosnia and Herzegovina,2024,O3,32
Bosnia and Herzegovina,2024,PM10,36
Bosnia and Herzegovina,2024,PM2.5,21
Bosnia and Herzegovina,2024,SO2,53
Bulgaria,2024,"1,2,3-C6H3(CH3)3",4
Bulgaria,2024,"1,2,4-C6H3(CH3)3",4
Bulgaria,2024,"1,3,5-C6H3(CH3)3",4
Bulgaria,2024,As,5
Bulgaria,2024,As in PM10,8
Bulgaria,2024,BaP,16
Bulgaria,2024,BaP in PM10,31
Bulgaria,2024,C6H5-CH3,8
Bulgaria,2024,C6H6,30
Bulgaria,2024,CO,43
Bulgaria,2024,Ca2+ in PM2.5,1
Bulgaria,2024,Cd,11
Bulgaria,2024,Cd in PM10,13
Bulgaria,2024,Cl- in PM2.5,1
Bulgaria,2024,H2S,8
Bulgaria,2024,K+ in PM2.5,1
Bulgaria,2024,Mg2+ in PM2.5,1
Bulgaria,2024,NH3,3
Bulgaria,2024,NH4+ in PM2.5,1
Bulgaria,2024,NO,62
Bulgaria,2024,NO2,62
Bulgaria,2024,NO3- in PM2.5,1
Bulgaria,2024,NOX as NO2,1
Bulgaria,2024,Na+  in PM2.5,1
Bulgaria,2024,Ni,6
Bulgaria,2024,Ni in PM10,8
Bulgaria,2024,O3,44
Bulgaria,2024,PM10,102
Bulgaria,2024,PM2.5,21
Bulgaria,2024,Pb,10
Bulgaria,2024,Pb in PM10,11
Bulgaria,2024,SO2,71
Bulgaria,2024,SO42- in PM2.5,1
Bulgaria,2024,T-VOC,8
Bulgaria,2024,THC (NM),10
Bulgaria,2024,"m,p-C6H4(CH3)2",8
Croatia,2024,"1,2,3-C6H3(CH3)3",1
Croatia,2024,"1,2,4-C6H3(CH3)3",1
Croatia,2024,"1,3,5-C6H3(CH3)3",1
Croatia,2024,As in PM10,4
Croatia,2024,BaP in PM10,11
Croatia,2024,Benzo(a)anthracene in PM10,5
Croatia,2024,Benzo(b)fluoranthene in PM10,5
Croatia,2024,Benzo(j)fluoranthene in PM10,6
Croatia,2024,Benzo(k)fluoranthene in PM10,5
Croatia,2024,C2H6,1
Croatia,2024,C6H14,1
Croatia,2024,C6H5-C2H5,1
Croatia,2024,C6H5-CH3,1
Croatia,2024,C6H6,7
Croatia,2024,C7H16,1
Croatia,2024,C8H18,1
Croatia,2024,CH2=CH-C(CH3)=CH2,1
Croatia,2024,CH2=CH-CH3,1
Croatia,2024,CH2=CH-CH=CH2,1
Croatia,2024,CO,8
Croatia,2024,Ca2+ in PM2.5,4
Croatia,2024,Cd in PM10,4
Croatia,2024,Cl- in PM2.5,4
Croatia,2024,Dibenzo(ah)anthracene in PM10,5
Croatia,2024,EC in PM2.5,4
Croatia,2024,H2C=CH-CH2-CH2-CH3,1
Croatia,2024,H2C=CH-CH2-CH3,1
Croatia,2024,H2C=CH2,1
Croatia,2024,H3C-(CH2)3-CH3,1
Croatia,2024,H3C-CH(CH3)2,1
Croatia,2024,H3C-CH2-CH(CH3)2,1
Croatia,2024,H3C-CH2-CH2-CH3,1
Croatia,2024,H3C-CH2-CH3,1
Croatia,2024,HC=CH,1
Croatia,2024,Hg0 + Hg-reactive,2
Croatia,2024,"Indeno-(1,2,3-cd)pyrene in PM",5
Croatia,2024,K+ in PM2.5,4
Croatia,2024,Mg2+ in PM2.5,4
Croatia,2024,NH4+ in PM2.5,4
Croatia,2024,NO2,28
Croatia,2024,NO3- in PM2.5,4
Croatia,2024,NOX as NO2,28
Croatia,2024,Na+  in PM2.5,4
Croatia,2024,Ni in PM10,4
Croatia,2024,O3,30
Croatia,2024,OC in PM2.5,4
Croatia,2024,PM10,35
Croatia,2024,PM2.5,32
Croatia,2024,Pb in PM10,4
Croatia,2024,SO2,15
Croatia,2024,SO42- in PM2.5,4
Croatia,2024,cis-H3C-CH=CH-CH3,1
Croatia,2024,"m,p-C6H4(CH3)2",1
Croatia,2024,o-C6H4-(CH3)2,1
Croatia,2024,trans-H3C-CH=CH-CH3,1
Cyprus,2024,(CH3)2-CH-CH2-CH2-CH3,1
Cyprus,2024,(CH3)3-C-CH2-CH-(CH3)2,1
Cyprus,2024,"1,2,4-C6H3(CH3)3",1
Cyprus,2024,"1,3,5-C6H3(CH3)3",1
Cyprus,2024,Al,1
Cyprus,2024,As,3
Cyprus,2024,As in PM10,5
Cyprus,2024,BaP in PM10,11
Cyprus,2024,Benzo(a)anthracene in PM10,4
Cyprus,2024,Benzo(b)fluoranthene in PM10,3
Cyprus,2024,Benzo(ghi)perylene in PM10,3
Cyprus,2024,Benzo(j)fluoranthene in PM10,2
Cyprus,2024,Benzo(k)fluoranthene in PM10,3
Cyprus,2024,C2H6,1
Cyprus,2024,C6H14,1
Cyprus,2024,C6H5-C2H5,1
Cyprus,2024,C6H5-CH3,1
Cyprus,2024,C6H6,3
Cyprus,2024,C7H16,1
Cyprus,2024,C8H18,1
Cyprus,2024,CH2=CH-CH3,1
Cyprus,2024,CH2=CH-CH=CH2,1
Cyprus,2024,CO,5
Cyprus,2024,Ca2+ in PM2.5,1
Cyprus,2024,Cd,3
Cyprus,2024,Cd in PM10,6
Cyprus,2024,Cl- in PM2.5,1
Cyprus,2024,Cr in PM10,1
Cyprus,2024,Cu in PM10,1
Cyprus,2024,Dibenzo(ah)anthracene in PM10,4
Cyprus,2024,EC in PM2.5,2
Cyprus,2024,Fe in PM10,1
Cyprus,2024,Fluoranthene in PM10 (aerosol),4
Cyprus,2024,H2C=CH-CH2-CH2-CH3,1
Cyprus,2024,H2C=CH-CH2-CH3,1
Cyprus,2024,H2C=CH2,1
Cyprus,2024,H3C-(CH2)3-CH3,1
Cyprus,2024,H3C-CH(CH3)2,1
Cyprus,2024,H3C-CH2-CH(CH3)2,1
Cyprus,2024,H3C-CH2-CH2-CH3,1
Cyprus,2024,H3C-CH2-CH3,1
Cyprus,2024,H3C-HC=CH-CH2-CH3,1
Cyprus,2024,Hg in PM10,5
Cyprus,2024,"Indeno-(1,2,3-cd)pyrene in PM",4
Cyprus,2024,K+ in PM2.5,1
Cyprus,2024,Mg2+ in PM2.5,1
Cyprus,2024,Mn in PM10,1
Cyprus,2024,NH4+ in PM2.5,1
Cyprus,2024,NO2,4
Cyprus,2024,NO3- in PM2.5,1
Cyprus,2024,NOX as NO2,5
Cyprus,2024,Na+  in PM2.5,1
Cyprus,2024,Ni,3
Cyprus,2024,Ni in PM10,5
Cyprus,2024,O3,4
Cyprus,2024,OC in PM2.5,2
Cyprus,2024,PM10,6
Cyprus,2024,PM2.5,9
Cyprus,2024,Pb,3
Cyprus,2024,Pb in PM10,5
Cyprus,2024,SO2,5
Cyprus,2024,SO42- in PM2.5,1
Cyprus,2024,V in PM10,1
Cyprus,2024,Zn in PM10,1
Cyprus,2024,cis-H3C-CH=CH-CH3,1
Cyprus,2024,"m,p-C6H4(CH3)2",1
Cyprus,2024,o-C6H4-(CH3)2,1
Cyprus,2024,trans-H3C-CH=CH-CH3,1
Czechia,2024,(CH3)2-CH-CH2-CH2-CH3,2
Czechia,2024,(CH3)3-C-CH2-CH-(CH3)2,2
Czechia,2024,As in PM10,194
Czechia,2024,BaP in PM10,235
Czechia,2024,C2H6,2
Czechia,2024,C6H14,2
Czechia,2024,C6H5-C2H5,2
Czechia,2024,C6H5-CH3,2
Czechia,2024,C6H6,122
Czechia,2024,C7H16,2
Czechia,2024,C8H18,2
Czechia,2024,CH2=CH-C(CH3)=CH2,2
Czechia,2024,CH2=CH-CH3,2
Czechia,2024,CH2=CH-CH=CH2,2
Czechia,2024,CO,41
Czechia,2024,Cd in PM10,195
Czechia,2024,H2C=CH2,2
Czechia,2024,H3C-(CH2)3-CH3,2
Czechia,2024,H3C-CH(CH3)2,2
Czechia,2024,H3C-CH2-CH2-CH3,2
Czechia,2024,H3C-CH2-CH3,2
Czechia,2024,HC=CH,2
Czechia,2024,NO,122
Czechia,2024,NO2,122
Czechia,2024,NOX as NO2,118
Czechia,2024,Ni in PM10,183
Czechia,2024,O3,76
Czechia,2024,PM10,216
Czechia,2024,PM2.5,130
Czechia,2024,Pb in PM10,128
Czechia,2024,SO2,83
Czechia,2024,"m,p-C6H4(CH3)2",2
Czechia,2024,o-C6H4-(CH3)2,2
Denmark,2024,(CH3)2-CH-CH2-CH2-CH3,1
Denmark,2024,(CH3)3-C-CH2-CH-(CH3)2,1
Denmark,2024,"1,2,3-C6H3(CH3)3",1
Denmark,2024,"1,2,4-C6H3(CH3)3",1
Denmark,2024,"1,3,5-C6H3(CH3)3",1
Denmark,2024,As,14
Denmark,2024,As in PM10,7
Denmark,2024,BaP,1
Denmark,2024,BaP in PM10,4
Denmark,2024,Benzo(a)anthracene,1
Denmark,2024,Benzo(a)anthracene in PM10,4
Denmark,2024,Benzo(b)fluoranthene,2
Denmark,2024,Benzo(b)fluoranthene in PM10,2
Denmark,2024,"Benzo(b,j,k)fluoranthene",2
Denmark,2024,Benzo(j)fluoranthene,2
Denmark,2024,Benzo(j)fluoranthene in PM10,2
Denmark,2024,Benzo(k)fluoranthene,2
Denmark,2024,Benzo(k)fluoranthene in PM10,3
Denmark,2024,C6H14,1
Denmark,2024,C6H5-C2H5,1
Denmark,2024,C6H5-CH3,5
Denmark,2024,C6H6,5
Denmark,2024,C7H16,1
Denmark,2024,C8H18,1
Denmark,2024,CH2=CH-C(CH3)=CH2,1
Denmark,2024,CO,13
Denmark,2024,Ca2+ in PM2.5,2
Denmark,2024,Cd,14
Denmark,2024,Cd in PM10,8
Denmark,2024,Cl- in PM2.5,2
Denmark,2024,Cr,1
Denmark,2024,Dibenzo(ah)anthracene,1
Denmark,2024,Dibenzo(ah)anthracene in PM10,4
Denmark,2024,EC in PM2.5,6
Denmark,2024,H2C=CH-CH2-CH2-CH3,1
Denmark,2024,H3C-(CH2)3-CH3,1
Denmark,2024,H3C-HC=CH-CH2-CH3,1
Denmark,2024,"Indeno-(1,2,3-cd)pyrene",1
Denmark,2024,"Indeno-(1,2,3-cd)pyrene in PM",5
Denmark,2024,K+ in PM2.5,2
Denmark,2024,Mg2+ in PM2.5,2
Denmark,2024,Mn,1
Denmark,2024,NH4+ in PM2.5,2
Denmark,2024,NO,33
Denmark,2024,NO2,31
Denmark,2024,NO3- in PM2.5,2
Denmark,2024,NOX as NO2,24
Denmark,2024,Na+  in PM2.5,2
Denmark,2024,Ni,14
Denmark,2024,Ni in PM10,7
Denmark,2024,O3,19
Denmark,2024,OC in PM2.5,6
Denmark,2024,PM10,32
Denmark,2024,PM2.5,35
Denmark,2024,Pb,11
Denmark,2024,Pb in PM10,7
Denmark,2024,SO2,14
Denmark,2024,SO4 (H2SO4 aerosols) (SO4--),9
Denmark,2024,SO42- in PM2.5,2
Denmark,2024,Se,1
Denmark,2024,"m,p-C6H4(CH3)2",1
Denmark,2024,o-C6H4-(CH3)2,1
Estonia,2024,As in PM10,5
Estonia,2024,BaP,1
Estonia,2024,BaP in PM10,6
Estonia,2024,C6H6,4
Estonia,2024,CO,8
Estonia,2024,Cd in PM10,6
Estonia,2024,Cd in TSP,1
Estonia,2024,NO2,10
Estonia,2024,NOX as NO2,10
Estonia,2024,Ni in PM10,6
Estonia,2024,Ni in TSP,1
Estonia,2024,O3,10
Estonia,2024,PM10,18
Estonia,2024,PM2.5,9
Estonia,2024,Pb in PM10,6
Estonia,2024,Pb in TSP,1
Estonia,2024,SO2,10
Estonia,2024,SPM,2
Finland,2024,(CH3)2-CH-CH2-CH2-CH3,2
Finland,2024,"1,2,4-C6H3(CH3)3",1
Finland,2024,"1,3,5-C6H3(CH3)3",5
Finland,2024,3-methylpentane,2
Finland,2024,Anthracene,6
Finland,2024,As,12
Finland,2024,As in PM10,17
Finland,2024,BaP,7
Finland,2024,BaP in PM10,33
Finland,2024,Benzo(a)anthracene,6
Finland,2024,Benzo(a)anthracene in PM10,27
Finland,2024,Benzo(b)fluoranthene,3
Finland,2024,Benzo(b)fluoranthene in PM10,17
Finland,2024,"Benzo(b,j,k)fluoranthene",3
Finland,2024,"Benzo(b,j,k)fluorantheneInPM1",8
Finland,2024,Benzo(ghi)perylene,6
Finland,2024,Benzo(j)fluoranthene,3
Finland,2024,Benzo(j)fluoranthene in PM10,4
Finland,2024,Benzo(k)fluoranthene,3
Finland,2024,Benzo(k)fluoranthene in PM10,19
Finland,2024,Black Carbon,5
Finland,2024,C2H6,2
Finland,2024,C6H14,2
Finland,2024,C6H4-(CH3)2,4
Finland,2024,C6H5-C2H5,12
Finland,2024,C6H5-CH3,13
Finland,2024,C6H6,14
Finland,2024,C7H16,2
Finland,2024,CH2=CH-C(CH3)=CH2,2
Finland,2024,CH2=CH-CH3,2
Finland,2024,CH2=CH-CH=CH2,2
Finland,2024,CO,27
Finland,2024,Ca2+ in PM2.5,5
Finland,2024,Cd,12
Finland,2024,Cd in PM10,17
Finland,2024,Chrysene + Triphenylene,3
Finland,2024,Cl- in PM2.5,5
Finland,2024,Dibenzo(ah)anthracene,6
Finland,2024,Dibenzo(ah)anthracene in PM10,27
Finland,2024,EC in PM2.5,4
Finland,2024,Fluoranthene,6
Finland,2024,H2C=CH-CH2-CH3,2
Finland,2024,H2C=CH2,1
Finland,2024,H3C-(CH2)3-CH3,2
Finland,2024,H3C-CH(CH3)2,2
Finland,2024,H3C-CH2-CH(CH3)2,2
Finland,2024,H3C-CH2-CH2-CH3,2
Finland,2024,H3C-CH2-CH3,2
Finland,2024,HC=CH,2
Finland,2024,Hg,11
Finland,2024,Hg0 + Hg-reactive,4
Finland,2024,"Indeno-(1,2,3-cd)pyrene",6
Finland,2024,"Indeno-(1,2,3-cd)pyrene in PM",29
Finland,2024,K+ in PM2.5,5
Finland,2024,Mg2+ in PM2.5,5
Finland,2024,NH4+ in PM2.5,5
Finland,2024,NO,96
Finland,2024,NO2,154
Finland,2024,NO3- in PM2.5,5
Finland,2024,NOX as NO2,125
Finland,2024,Na+  in PM2.5,5
Finland,2024,Ni,12
Finland,2024,Ni in PM10,17
Finland,2024,O3,91
Finland,2024,OC in PM2.5,6
Finland,2024,PM10,233
Finland,2024,PM2.5,103
Finland,2024,Pb,4
Finland,2024,Pb in PM10,7
Finland,2024,Phenanthrene,6
Finland,2024,Pyrene,6
Finland,2024,SO2,55
Finland,2024,SO4 (H2SO4 aerosols) (SO4--),2
Finland,2024,SO42- in PM2.5,5
Finland,2024,SPM,15
Finland,2024,cis-H3C-CH=CH-CH3,2
Finland,2024,"m,p-C6H4(CH3)2",7
Finland,2024,o-C6H4-(CH3)2,7
Finland,2024,trans-H3C-CH=CH-CH3,2
Finland,NA,Hg0 + Hg-reactive,1
France,2018,NOX as NO2,5
France,2019,As in PM10,1
France,2019,C6H6,1
France,2019,Cd in PM10,1
France,2019,Dibenzo(ah)anthracene in PM10,1
France,2019,Ni in PM10,1
France,2019,Pb in PM10,1
France,2020,As in PM10,4
France,2020,BaP in PM10,5
France,2020,Benzo(a)anthracene in PM10,2
France,2020,Benzo(b)fluoranthene in PM10,1
France,2020,Benzo(e)pyrene in PM10,1
France,2020,Benzo(ghi)perylene in PM10,2
France,2020,Benzo(j)fluoranthene in PM10,1
France,2020,Benzo(k)fluoranthene in PM10,1
France,2020,C6H5-C2H5,2
France,2020,C6H5-CH3,2
France,2020,C6H6,2
France,2020,CO,1
France,2020,Cd in PM10,3
France,2020,Chrysene in PM10,1
France,2020,Dibenzo(ah)anthracene in PM10,2
France,2020,"Indeno-(1,2,3-cd)pyrene in PM",1
France,2020,NO,2
France,2020,NO2,2
France,2020,Ni in PM10,3
France,2020,O3,2
France,2020,PM2.5,2
France,2020,Pb in PM10,7
France,2020,SO2,1
France,2020,"m,p-C6H4(CH3)2",1
France,2020,o-C6H4-(CH3)2,1
France,2021,C6H6,1
France,2021,NOX as NO2,2
France,2022,BaP in PM10,2
France,2022,C6H5-C2H5,2
France,2022,C6H5-CH3,2
France,2022,C6H6,1
France,2022,PM2.5,2
France,2022,"m,p-C6H4(CH3)2",2
France,2022,o-C6H4-(CH3)2,2
France,2023,C6H6,1
France,2023,CO,3
France,2023,O3,1
France,2024,(CH3)2-CH-CH2-CH2-CH3,1
France,2024,(CH3)3-C-CH2-CH-(CH3)2,3
